title,developer,publisher,genres,category,overallAvgRating,reviewCount,finalAmount,baseAmount,discountPercentage,isDiscounted,isFree,globalReleaseDate,isGame,main_genre,release_year
Grim Legends: The Forsaken Bride,Artifex Mundi,Artifex Mundi,"['Adventure', 'Puzzle', 'Hidden Object']",Adventure,4.0,16,7.99,7.99,0,False,False,1393279200.0,True,Adventure,2014.0
Crusader Kings II: Imperial Collection,Paradox Development Studio,Paradox Interactive,"['Strategy', 'Simulation', 'Historical']",Strategy,2.5,14,101.49,253.75,60,True,False,1545084000.0,True,Strategy,2018.0
Infinite Space III: Sea of Stars,Digital Eel,Digital Eel,"['Adventure', 'Strategy', 'Sci-fi']",Adventure,3.8,5,0.79,3.99,80,True,False,1446069600.0,True,Adventure,2015.0
Them and Us Bundle,TendoGames,TendoGames,"['Action', 'Survival', 'Horror']",Action,4.0,12,10.19,33.99,70,True,False,1632776400.0,True,Action,2021.0
Truxton 2,"Bitwave Games, Toaplan",Bitwave Games,"['Shooter', 'Arcade', '']",Shooter,2.5,2,7.79,7.79,0,False,False,1712523600.0,True,Shooter,2024.0
Horace,"Paul Helman, Sean Scaplehorn",505 Games,"['Action', 'Adventure', 'Metroidvania']",Action,4.2,6,4.5,14.99,70,True,False,1563397200.0,True,Action,2019.0
DOOM 3: Phobos,Team Future,Team Future,"['Shooter', 'FPP', 'Horror']",Shooter,4.0,29,0.0,0.0,0,False,True,1543788000.0,True,Shooter,2018.0
The Alters: Deluxe Edition,11 bit studios,11 bit studios,"['Adventure', 'Building', 'Survival']",Adventure,4.4,2,44.49,49.47,10,True,False,1749762000.0,True,Adventure,2025.0
"Warhammer 40,000: Armageddon - Angels of Death",Flashback Games/The Lordz Games Studio,Slitherine Ltd.,"['Strategy', 'Turn-based', 'Sci-fi']",Strategy,3.3,1,2.49,4.99,50,True,False,1429563600.0,True,Strategy,2015.0
Kingdoms of Amalur: Re-Reckoning - Fatesworn,Kaiko,THQ Nordic GmbH,"['Role-playing', 'Action', 'Fantasy']",Role-playing,3.6,1,4.99,19.99,75,True,False,1639432800.0,True,Role-playing,2021.0
Cultist Simulator: The Priest,Weather Factory,Weather Factory,"['Adventure', 'Role-playing', 'Horror']",Adventure,3.5,1,1.19,2.39,50,True,False,1559163600.0,True,Adventure,2019.0
A Hat in Time OST,Gears for Breakfast,Gears for Breakfast,"['Action', 'Adventure', 'Platformer']",Action,4.6,2,9.99,9.99,0,False,False,1507150800.0,True,Action,2017.0
Parquet,Yuzusoft,"NekoNyan Ltd., HIKARI FIELD","['Adventure', 'Visual Novel', 'Narrative']",Adventure,3.8,2,13.99,13.99,0,False,False,1630011600.0,True,Adventure,2021.0
AKIBA'S TRIP: Hellbound & Debriefed,ACQUIRE Corp.,"XSEED Games, Marvelous USA, Inc.","['Action', 'Adventure', 'JRPG']",Action,3.1,4,7.99,19.99,60,True,False,1626728400.0,True,Action,2021.0
Hidden Mysteries: Titanic,Gunnar Games,GameMill Entertainment,"['Adventure', 'Point-and-click', 'Historical']",Adventure,3.5,6,4.99,4.99,0,False,False,1325368800.0,True,Adventure,2011.0
ITORAH,Grimbart Tales,Assemble Entertainment,"['Action', 'Adventure', 'Platformer']",Action,3.8,13,1.99,19.99,90,True,False,1647813600.0,True,Action,2022.0
Enishia and the Binding Brand,Shimobashira Workshop,Kagura Games,"['Role-playing', 'Adventure', 'JRPG']",Role-playing,4.6,2,11.89,14.79,20,True,False,1715374800.0,True,Role-playing,2024.0
Democracy 4 - Voting Systems,Positech Games,Positech Games,"['Simulation', 'Strategy', 'Managerial']",Simulation,1.0,2,1.99,3.99,50,True,False,1653944400.0,True,Simulation,2022.0
RUN: The world in-between,Team Run,"Team Run, PID Games","['Action', 'Adventure', 'Platformer']",Action,3.3,3,9.99,9.99,0,False,False,1649883600.0,True,Action,2022.0
Omensight,Spearhead Games,Spearhead Games,"['Action', 'Adventure', 'Mystery']",Action,4.0,17,16.79,16.79,0,False,False,1526331600.0,True,Action,2018.0
A Short Hike,adamgryu,adamgryu,"['Adventure', '']",Adventure,4.7,97,6.59,6.59,0,False,False,1564434000.0,True,Adventure,2019.0
The Whispering Valley,Studio Chien d'Or,Studio Chien d'Or,"['Adventure', 'Point-and-click', 'Horror']",Adventure,3.7,3,11.79,11.79,0,False,False,1669759200.0,True,Adventure,2022.0
NinNinDays 2,"qureate, iMel Inc.","qureate, MediBang Inc.","['Adventure', 'Visual Novel', 'Narrative']",Adventure,4.3,1,6.29,12.49,50,True,False,1642629600.0,True,Adventure,2022.0
Ruined King: A League of Legends Story™ - Deluxe Edition,Airship Syndicate,Riot Forge,"['Role-playing', 'Turn-based', 'Fantasy']",Role-playing,3.8,11,20.0,39.99,50,True,False,1637013600.0,True,Role-playing,2021.0
Worldless,Noname Studios,Coatsink,"['Action', 'Adventure', 'Sci-fi']",Action,3.7,6,10.99,19.99,45,True,False,1700517600.0,True,Action,2023.0
Othercide,Lightbulb Crew,Focus Entertainment,"['Strategy', 'Turn-based', 'Tactical']",Strategy,3.6,44,4.5,29.99,85,True,False,1595797200.0,True,Strategy,2020.0
Spellcats: Auto Card Tactics,Nintai Studios,Nintai Studios,"['Strategy', 'Card Game', 'Roguelike']",Strategy,2.8,2,2.99,9.99,70,True,False,1715893200.0,True,Strategy,2024.0
METAL SLUG X,SNK CORPORATION,SNK CORPORATION,"['Action', 'Arcade', 'Fighting']",Action,4.1,53,1.99,7.99,75,True,False,920239200.0,True,Action,1999.0
Starcom: Unknown Space,Wx3 Labs,Wx3 Labs,"['Action', 'Adventure', 'Sci-fi']",Action,4.6,73,19.59,24.5,20,True,False,1725224400.0,True,Action,2024.0
Low Magic Age,Low Magic Studios,Low Magic Studios,"['Strategy', 'Turn-based', 'Fantasy']",Strategy,4.4,34,5.0,12.49,60,True,False,1484085600.0,True,Strategy,2017.0
X4: Kingdom End,Egosoft,Egosoft,"['Simulation', 'Action', 'Sci-fi']",Simulation,3.9,10,8.99,14.99,40,True,False,1681246800.0,True,Simulation,2023.0
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated - Soundtrack,Purple Lamp,THQ Nordic GmbH,"['Adventure', 'Action', 'Platformer']",Adventure,4.7,1,1.29,4.99,74,True,False,1592859600.0,True,Adventure,2020.0
Battlevoid: Harbinger,Bugbyte Ltd.,Bugbyte Ltd.,"['Strategy', 'Turn-based', 'Sci-fi']",Strategy,3.3,28,3.69,9.19,60,True,False,1456264800.0,True,Strategy,2016.0
Inspector Schmidt - A Bavarian Tale,Active Fungus Studios,Active Fungus Studios,"['Role-playing', 'Adventure', 'Detective-mystery']",Role-playing,3.9,9,3.79,14.99,75,True,False,1675288800.0,True,Role-playing,2023.0
Iron Marines,Ironhide Game Studio,Ironhide Game Studio,"['Strategy', 'Real-time', 'Sci-fi']",Strategy,3.9,10,5.0,12.49,60,True,False,1557867600.0,True,Strategy,2019.0
Colossal Cave Demo,Cygnus Entertainment,Cygnus Entertainment,"['Adventure', 'Point-and-click', '']",Adventure,2.7,1,0.0,0.0,0,False,True,1674079200.0,True,Adventure,2023.0
Re;Lord 2 ~The witch of Cologne and black cat~,"Escu:de, Element",Sekai Project,"['Adventure', 'Visual Novel', 'Fantasy']",Adventure,3.0,3,8.39,16.79,50,True,False,1637272800.0,True,Adventure,2021.0
Mark of the Ninja: Remastered,Klei Entertainment,Klei Entertainment,"['Action', 'Adventure', 'Stealth']",Action,4.6,28,5.09,16.79,70,True,False,1539032400.0,True,Action,2018.0
Aven Colony - Soundtrack,Mothership Entertainment,Team17 Digital,"['Strategy', 'Simulation', 'Sci-fi']",Strategy,2.5,1,1.29,4.99,74,True,False,1500930000.0,True,Strategy,2017.0
Batsugun,"Bitwave Games, Toaplan",Bitwave Games,"['Action', 'Arcade', '']",Action,4.7,9,7.79,7.79,0,False,False,1706738400.0,True,Action,2024.0
Stellar Monarch 2: Old Dynasties,Silver Lemur Games,Silver Lemur Games,"['Strategy', 'Turn-based', 'Sci-fi']",Strategy,5.0,1,8.79,9.75,10,True,False,1745355600.0,True,Strategy,2025.0
Ashwalkers,Nameless XIII,"Dear Villagers, 24 Entertainment","['Adventure', 'Survival', 'Narrative']",Adventure,3.3,5,11.99,11.99,0,False,False,1618434000.0,True,Adventure,2021.0
Cuphead - The Delicious Last Course,StudioMDHR Entertainment Inc.,StudioMDHR Entertainment Inc.,"['Action', 'Adventure', 'Platformer']",Action,4.7,14,6.39,7.99,20,True,False,1656536400.0,True,Action,2022.0
Stellaris: Galactic Paragons,"Paradox Development Studio, Paradox Arctic",Paradox Interactive,"['Strategy', 'Real-time', 'Sci-fi']",Strategy,3.1,2,7.49,14.99,50,True,False,1683579600.0,True,Strategy,2023.0
Cloudpunk,ION LANDS,ION LANDS,"['Adventure', 'Role-playing', 'Sci-fi']",Adventure,3.4,46,19.99,19.99,0,False,False,1587589200.0,True,Adventure,2020.0
Control Ultimate Edition,Remedy Entertainment,Remedy Entertainment,"['Action', 'Adventure', 'Sci-fi']",Action,4.1,717,5.99,39.99,85,True,False,1599685200.0,True,Action,2020.0
Zwei: The Arges Adventure,Nihon Falcom Corporation,XSEED Games,"['Role-playing', 'Adventure', 'Fantasy']",Role-playing,4.2,10,4.5,14.99,70,True,False,1516744800.0,True,Role-playing,2018.0
AWAY: Journey to the Unexpected,Aurelien Regard Games,Dear Villagers,"['Action', 'Role-playing', 'Fantasy']",Action,2.5,22,16.99,16.99,0,False,False,1549576800.0,True,Action,2019.0
The Citadel,Doekuramuri,Top Hat Studios Inc,"['Shooter', 'Action', 'Sci-fi']",Shooter,4.4,20,6.29,12.49,50,True,False,1596574800.0,True,Shooter,2020.0
SOS OPS!,ArtDock,ArtDock,"['Adventure', 'Action', 'Comedy']",Adventure,3.6,3,5.99,5.99,0,False,False,1701295200.0,True,Adventure,2023.0
FATE,WildTangent,WildTangent,"['Role-playing', 'Action', 'Fantasy']",Role-playing,4.4,141,6.59,6.59,0,False,False,1116363600.0,True,Role-playing,2005.0
Saint Emiliana UNRATED,WhiteMoor,Kagura Games,"['Role-playing', 'Adventure', 'JRPG']",Role-playing,3.2,1,0.0,0.0,0,False,True,1600290000.0,True,Role-playing,2020.0
The Legend of Heroes: Trails into Reverie Ultimate Edition,Nihon Falcom Corporation,"NIS America, Inc.","['Strategy', 'Turn-based', 'JRPG']",Strategy,2.2,1,108.19,166.34,35,True,False,1688677200.0,True,Strategy,2023.0
Gloomwood Demo,"Dillon Rogers, David Szymanski",New Blood Interactive,"['Action', 'Survival', 'Horror']",Action,4.2,17,0.0,0.0,0,False,True,1591995600.0,True,Action,2020.0
SILENT HILL 2,Bloober Team SA,KONAMI,"['Action', 'Adventure', 'Horror']",Action,4.0,86,41.99,69.99,40,True,False,1728334800.0,True,Action,2024.0
Yono and the Celestial Elephants,Neckbolt,Dear Villagers,"['Action', 'Adventure', 'Puzzle']",Action,4.1,10,14.99,14.99,0,False,False,1507755600.0,True,Action,2017.0
Lunacy: Saint Rhodes,Stormling Studios,Iceberg Interactive,"['Action', 'Puzzle', 'Horror']",Action,3.8,2,6.69,19.5,66,True,False,1690405200.0,True,Action,2023.0
Vengeance of Mr. Peppermint,Hack The Publisher,indie.io,"['Action', 'Adventure', 'Fighting']",Action,3.3,4,8.99,19.99,55,True,False,1698008400.0,True,Action,2023.0
Railbound,Afterburn,Afterburn,"['Strategy', 'Puzzle']",Strategy,4.1,3,8.39,12.79,34,True,False,1662411600.0,True,Strategy,2022.0
The Life and Suffering of Sir Brante,Sever,101XP,"['Role-playing', 'Simulation', 'Narrative']",Role-playing,4.2,33,19.99,19.99,0,False,False,1614808800.0,True,Role-playing,2021.0
Panzer Knights,Joy Brick,Joy Brick,"['Shooter', 'Combat']",Shooter,3.5,19,11.0,21.99,50,True,False,1621371600.0,True,Shooter,2021.0
GLITCHED DEMO,En House Studios,Digerati,"['Adventure', 'Turn-based', 'Narrative']",Adventure,4.3,2,0.0,0.0,0,False,True,1623790800.0,True,Adventure,2021.0
Starsand - Digital Supporter Edition,Tunnel Vision Studio,Toplitz Productions,"['Action', 'Adventure', 'Survival']",Action,2.5,3,9.99,19.99,50,True,False,1635976800.0,True,Action,2021.0
Combat Mission Black Sea,Battlefront,Slitherine Ltd.,"['Strategy', 'Simulation', 'Historical']",Strategy,4.0,2,24.39,60.89,60,True,False,1611180000.0,True,Strategy,2021.0
Higurashi When They Cry Hou - Ch.8 Matsuribayashi,07th Expansion,MangaGamer,"['Adventure', 'Visual Novel', 'Mystery']",Adventure,4.2,2,4.29,6.59,35,True,False,1589403600.0,True,Adventure,2020.0
Flotsam,Pajama Llama Games,Pajama Llama Games,"['Simulation', 'Building', 'Survival']",Simulation,3.6,5,22.99,22.99,0,False,False,1569445200.0,True,Simulation,2019.0
AKIBA'S TRIP: Undead & Undressed,ACQUIRE Corp.,"XSEED Games, Marvelous USA, Inc.","['Action', 'Adventure', 'JRPG']",Action,3.9,15,7.99,19.99,60,True,False,1432587600.0,True,Action,2015.0
Masters of Anima,Passtech Games,Focus Entertainment,"['Action', 'Adventure', 'Fantasy']",Action,3.7,5,1.09,6.99,84,True,False,1523307600.0,True,Action,2018.0
Neighbours Back From Hell,"FarbWorks, THQ Nordic",HandyGames,"['Adventure', 'Point-and-click', 'Comedy']",Adventure,3.9,23,4.99,14.99,67,True,False,1602104400.0,True,Adventure,2020.0
Age of Wonders 4: Giant Kings,Triumph Studios,Paradox Interactive,"['Strategy', 'Turn-based', 'Fantasy']",Strategy,4.8,1,24.99,24.99,0,False,False,1743454800.0,True,Strategy,2025.0
Banners of Ruin - Moonstone,MonteBearo,Goblinz Publishing,"['Role-playing', 'Strategy', 'Roguelike']",Role-playing,4.0,1,1.49,2.99,50,True,False,1670277600.0,True,Role-playing,2022.0
Depth of Extinction - Soundtrack,"Kim Lightyear, Badass Wolf Shirt",HOF Studios,"['Strategy', 'Role-playing', 'Sci-fi']",Strategy,3.2,1,1.09,3.29,67,True,False,1537995600.0,True,Strategy,2018.0
Shard of Spring,SSI,SNEG,"['Adventure', 'Turn-based', 'Fantasy']",Adventure,4.0,3,1.99,4.99,60,True,False,536450400.0,True,Adventure,1986.0
ATONE: Heart of the Elder Tree,Wildboy Studios,Untold Tales,"['Adventure', 'Role-playing', '']",Adventure,3.6,1,2.99,14.79,80,True,False,1674770400.0,True,Adventure,2023.0
Sky Haven Tycoon - Airport Simulator,Real Welders,Real Welders,"['Strategy', 'Simulation', 'Sandbox']",Strategy,2.5,6,19.95,19.95,0,False,False,1668895200.0,True,Strategy,2022.0
Boxville Collector's Edition,Triomatica Games,Triomatica Games,"['Adventure', 'Point-and-click', 'Puzzle']",Adventure,4.0,1,6.79,13.49,50,True,False,1664485200.0,True,Adventure,2022.0
Carcassonne - Winter and Gingerbread Man,Twin Sails Interactive,Twin Sails Interactive,"['Strategy', 'Turn-based', 'Puzzle']",Strategy,3.0,1,2.39,3.99,40,True,False,1545170400.0,True,Strategy,2018.0
Heavy Rain,Quantic Dream,Quantic Dream,"['Action', 'Adventure', 'Narrative']",Action,3.3,61,3.99,19.99,80,True,False,1266444000.0,True,Action,2010.0
"The Maiden, the Butler, and the Witch",PEACH CAT,Kagura Games,"['Role-playing', 'Adventure', 'JRPG']",Role-playing,3.2,1,6.29,12.49,50,True,False,1676066400.0,True,Role-playing,2023.0
House Party,"Eek! Games, LLC","Eek! Games, LLC","['Adventure', 'Simulation', 'Virtual life']",Adventure,3.2,54,12.49,24.99,50,True,False,1657918800.0,True,Adventure,2022.0
7 Billion Humans,Tomorrow Corporation,Tomorrow Corporation,"['Simulation', 'Puzzle', 'Programming']",Simulation,4.2,15,4.79,13.99,66,True,False,1534971600.0,True,Simulation,2018.0
A Tower Full of Cats,Devcats,Devcats,"['Adventure', 'Point-and-click', 'Hidden Object']",Adventure,4.4,15,3.49,4.99,30,True,False,1716152400.0,True,Adventure,2024.0
Serious Sam: Siberian Mayhem,"Croteam, Timelock Studio",Devolver Digital,"['Shooter', 'Adventure', '']",Shooter,4.4,26,9.99,19.99,50,True,False,1643061600.0,True,Shooter,2022.0
GoNNER BlüEBERRY EdiTION,Art in Heart,Raw Fury,"['Shooter', 'Action', 'Platformer']",Shooter,3.8,17,1.49,9.99,85,True,False,1476219600.0,True,Shooter,2016.0
Stoneshard,Ink Stains Games,HypeTrain Digital,"['Role-playing', 'Turn-based', 'Open World']",Role-playing,4.0,111,18.79,24.99,25,True,False,1580940000.0,True,Role-playing,2020.0
Tropico 6 - The Llama of Wall Street,Realmforge Studios,Kalypso Media Digital,"['Strategy', 'Simulation', 'Modern']",Strategy,4.3,2,4.49,9.99,55,True,False,1575583200.0,True,Strategy,2019.0
Clash,Leryx Longsoft,Jarosław Modrzejewski,"['Strategy', 'Turn-based', 'Fantasy']",Strategy,4.5,20,5.49,5.49,0,False,False,899154000.0,True,Strategy,1998.0
Mato Anomalies Digital Deluxe Edition,Arrowiz,Prime Matter,"['Adventure', 'Visual Novel', 'JRPG']",Adventure,1.0,1,4.99,19.79,75,True,False,1678399200.0,True,Adventure,2023.0
Trailblazers,Supergonk,Thunderful Games Limited,"['Racing', 'Arcade', 'Sci-fi']",Racing,2.8,8,1.49,29.99,95,True,False,1525726800.0,True,Racing,2018.0
Europa Universalis IV,"Paradox Development Studio, Paradox Tinto",Paradox Interactive,"['Strategy', 'Real-time', 'Historical']",Strategy,3.2,44,5.0,49.99,90,True,False,1376341200.0,True,Strategy,2013.0
Costume Quest 2,Double Fine Productions,"Midnight City, Majesco Entertainment","['Adventure', 'Action', 'Fantasy']",Adventure,4.1,6,7.99,19.99,60,True,False,1412629200.0,True,Adventure,2014.0
Neon Abyss - Deluxe Edition Bundle,Veewo Games,Team17 Digital LTD.,"['Shooter', 'Action', 'Roguelike']",Shooter,3.5,2,6.99,27.86,75,True,False,1594674000.0,True,Shooter,2020.0
Kane & Lynch 2: Dog Days - Complete Edition,IO Interactive,Square Enix,"['Action', 'TPP']",Action,3.8,44,3.19,20.96,85,True,False,1281992400.0,True,Action,2010.0
Dawn of the Monsters,"13AM Games, WayForward",WayForward,"['Action', 'Arcade', 'Sci-fi']",Action,4.1,4,8.79,24.99,65,True,False,1647295200.0,True,Action,2022.0
Hardspace: Shipbreaker,Blackbird Interactive,Blackbird Interactive,"['Simulation', 'Strategy', 'Sci-fi']",Simulation,4.4,34,12.29,34.99,65,True,False,1653339600.0,True,Simulation,2022.0
EPIC + Inferno Bundle,Digital Image Design Ltd. ,Ziggurat Interactive,"['Shooter', 'Simulation', 'Sci-fi']",Shooter,3.9,7,1.49,4.99,70,True,False,694216800.0,True,Shooter,1991.0
Night Shift Nurses UNRATED,Shiravune,Shiravune,"['Simulation', 'Visual Novel', 'Narrative']",Simulation,3.7,2,0.0,0.0,0,False,True,1734386400.0,True,Simulation,2024.0
SOUTH PARK: SNOW DAY! - Snowball,Question,THQ Nordic GmbH,"['Adventure', 'Action', 'Comedy']",Adventure,2.3,2,1.99,4.99,60,True,False,1714597200.0,True,Adventure,2024.0
Stars in Shadow: Legacies,Ashdar Games,Iceberg Interactive,"['Strategy', 'Turn-based', 'Sci-fi']",Strategy,4.4,1,1.29,4.99,74,True,False,1506546000.0,True,Strategy,2017.0
Sword Legacy Omen - Digital Deluxe Edition,"Firecast Studio, Fableware Narrative Design",Firecast Studio,"['Role-playing', 'Strategy', 'Fantasy']",Role-playing,3.0,1,20.79,20.79,0,False,False,1534107600.0,True,Role-playing,2018.0
Sacred Fire Demo,Poetic,Iceberg Interactive,"['Role-playing', 'Adventure', 'Narrative']",Role-playing,3.7,5,0.0,0.0,0,False,True,1634504400.0,True,Role-playing,2021.0
Whispers in the Moss Demo,Uncultured Games,Uncultured Games,"['Role-playing', 'Adventure', 'JRPG']",Role-playing,3.7,1,0.0,0.0,0,False,True,1717102800.0,True,Role-playing,2024.0
Rustler (Grand Theft Horse),Jutsu Games,"Games Operators, Modus Games","['Action', 'Role-playing', 'Open World']",Action,3.3,9,20.99,20.99,0,False,False,1613599200.0,True,Action,2021.0
Vengeful Guardian: Moonrider - Original Soundtrack,JoyMasher,The Arcade Crew,"['Action', 'Arcade', 'Platformer']",Action,5.0,1,2.89,4.99,42,True,False,1673474400.0,True,Action,2023.0
Vampire: The Masquerade - Shadows of New York - Deluxe Edition,Draw Distance,Dear Villagers,"['Role-playing', 'Action', 'Horror']",Role-playing,3.4,5,16.79,16.79,0,False,False,1599685200.0,True,Role-playing,2020.0
Sherlock Holmes Chapter One - Clergyman Cassock,Frogwares,Frogwares,"['Adventure', 'Puzzle', 'Detective-mystery']",Adventure,5.0,8,0.0,0.0,0,False,True,1652907600.0,True,Adventure,2022.0
SOUTH PARK: SNOW DAY!,Question,THQ Nordic GmbH,"['Adventure', 'Action', 'Comedy']",Adventure,3.2,8,11.99,29.99,60,True,False,1711404000.0,True,Adventure,2024.0
Raiders! Forsaken Earth,Creative Storm Entertainment,CreativeForge Games,"['Role-playing', 'Simulation', 'Tactical']",Role-playing,3.5,3,4.19,16.79,75,True,False,1604959200.0,True,Role-playing,2020.0
Project: Mirror,430Games,MediBang Inc.,"['Action', 'Puzzle']",Action,3.2,12,1.39,4.99,72,True,False,1674511200.0,True,Action,2023.0
Academia : School Simulator,Squeaky Wheel,Paradox Interactive,"['Strategy', 'Simulation', 'Managerial']",Strategy,3.4,5,9.99,19.99,50,True,False,1504818000.0,True,Strategy,2017.0
Pathfinder: Wrath of the Righteous - Inevitable Excess,Owlcat Games,META Publishing,"['Role-playing', 'Adventure', 'Fantasy']",Role-playing,2.6,12,5.19,12.99,60,True,False,1646258400.0,True,Role-playing,2022.0
Diluvion: Resubmerged Fleet Edition Upgrade,Arachnid Games,Good Shepherd Entertainment	,"['Action', 'Role-playing', 'Sci-fi']",Action,3.3,2,0.79,7.29,89,True,False,1485986400.0,True,Action,2017.0
The House of Da Vinci 3,Blue Brain Games,Blue Brain Games,"['Adventure', 'Strategy', 'Puzzle']",Adventure,4.6,9,11.99,19.99,40,True,False,1671746400.0,True,Adventure,2022.0
CLeM,Mango Protocol,Iceberg Interactive,"['Adventure', 'Puzzle', 'Horror']",Adventure,3.8,2,7.96,15.79,50,True,False,1707170400.0,True,Adventure,2024.0
Sword Princess Sistina,Circle Gyu,Kagura Games,"['Adventure', 'Visual Novel', 'Fantasy']",Adventure,2.2,1,7.79,9.75,20,True,False,1708984800.0,True,Adventure,2024.0
Titan Station,Joakim Larsen,Joakim Larsen,"['Adventure', 'FPP', 'Sci-fi']",Adventure,3.8,16,3.89,9.75,60,True,False,1668117600.0,True,Adventure,2022.0
Terminator: Resistance Annihilation Line,Teyon,Reef Entertainment,"['Action', 'Adventure', 'Sci-fi']",Action,4.3,8,14.99,14.99,0,False,False,1639087200.0,True,Action,2021.0
DROS,emergeWorlds,emergeWorlds,"['Adventure', 'Puzzle', 'Platformer']",Adventure,4.7,3,18.5,18.5,0,False,False,1689800400.0,True,Adventure,2023.0
Sniper Ghost Warrior Contracts - STURM BODYGUARD 9,CI Games,CI Games,"['Shooter', 'Action', 'Stealth']",Shooter,2.6,3,0.69,1.99,65,True,False,1574373600.0,True,Shooter,2019.0
Throne of Darkness,CLICK Entertainment,Activision,"['Action', 'Role-playing', 'Fantasy']",Action,4.3,50,3.29,5.49,40,True,False,1001365200.0,True,Action,2001.0
Reigns: Game of Thrones,Nerial,Devolver Digital,"['Adventure', 'Simulation', 'Fantasy']",Adventure,3.6,6,1.39,3.99,65,True,False,1539810000.0,True,Adventure,2018.0
Torii,Moswig,Moswig,"['Adventure', 'Puzzle', '']",Adventure,4.0,2,2.89,9.75,70,True,False,1668636000.0,True,Adventure,2022.0
RAIDBORN,Phodex Games,Phodex Games,"['Role-playing', 'Action', 'Fantasy']",Role-playing,4.8,4,24.99,24.99,0,False,False,1680037200.0,True,Role-playing,2023.0
Best Month Ever!,Warsaw Film School Video Game & Film Production Studio,Klabater,"['Adventure', 'Point-and-click', 'Modern']",Adventure,2.0,7,5.99,19.99,70,True,False,1651698000.0,True,Adventure,2022.0
Book of Demons - Collector's Content,Thing Trunk,Thing Trunk,"['Action', 'Role-playing', 'Fantasy']",Action,4.2,1,1.69,8.19,79,True,False,1544652000.0,True,Action,2018.0
Wizard of Legend,Contingent99,Contingent99,"['Action', 'Adventure', 'Fantasy']",Action,4.0,48,15.99,15.99,0,False,False,1526331600.0,True,Action,2018.0
Farewell North,Kyle Banks,Mooneye Studios,"['Adventure', 'Action', '']",Adventure,3.9,2,14.43,23.99,40,True,False,1723755600.0,True,Adventure,2024.0
Tower of Ardia,o_m,Kagura Games,"['Role-playing', 'Adventure', 'Narrative']",Role-playing,3.3,4,12.59,16.79,25,True,False,1663966800.0,True,Role-playing,2022.0
Stellaris: Humanoids Species Pack,Paradox Development Studio,Paradox Interactive,"['Strategy', 'Real-time', 'Sci-fi']",Strategy,1.7,1,5.99,9.99,40,True,False,1512597600.0,True,Strategy,2017.0
Westmark Manor,Nodbrim Interactive,Toadman Interactive,"['Adventure', 'Survival', 'Horror']",Adventure,3.4,12,11.99,11.99,0,False,False,1592427600.0,True,Adventure,2020.0
Boti: Byteland Overclocked,Purple Ray Studio,"Untold Tales, CouchPlay Interactive","['Adventure', 'Action', 'Platformer']",Adventure,3.2,2,8.99,19.99,55,True,False,1694725200.0,True,Adventure,2023.0
Succubus - Evil Support,Madmind Studio,Madmind Studio,"['Action', 'Adventure', 'Horror']",Action,2.9,1,4.99,6.66,25,True,False,1636063200.0,True,Action,2021.0
Ghostrunner 2 - Heat Pack,One More Level,505 Games,"['Action', 'FPP', 'Sci-fi']",Action,1.0,2,2.99,4.99,40,True,False,1719435600.0,True,Action,2024.0
PRIM,"Common Colors, Application Systems Heidelberg",Application Systems Heidelberg,"['Adventure', 'Point-and-click', 'Narrative']",Adventure,4.6,25,15.99,19.99,20,True,False,1729717200.0,True,Adventure,2024.0
9th Dawn III,Valorware,Valorware,"['Action', 'Role-playing', '']",Action,4.2,14,13.29,13.29,0,False,False,1601931600.0,True,Action,2020.0
Pathfinder: Wrath of the Righteous - The Treasure of the Midnight Isles,Owlcat Games,"Owlcat Games, META Publishing","['Role-playing', 'Adventure', 'Fantasy']",Role-playing,3.2,8,5.19,12.99,60,True,False,1661806800.0,True,Role-playing,2022.0
Growing Up,Vile Monarch,Vile Monarch,"['Simulation', 'Visual Novel', 'Virtual life']",Simulation,3.0,16,6.89,12.49,45,True,False,1634158800.0,True,Simulation,2021.0
Dungeon Town,Circle Meimitei,Kagura Games,"['Role-playing', 'Adventure']",Role-playing,3.8,1,10.09,16.79,40,True,False,1632517200.0,True,Role-playing,2021.0
Out There: Ω Edition + Soundtrack,"Mi-Clos Studio, FibreTigre",Mi-Clos Studio / Fractale,"['Adventure', 'Role-playing', 'Sci-fi']",Adventure,3.0,2,17.99,17.99,0,False,False,1427922000.0,True,Adventure,2015.0
Rhiannon: Curse of the Four Branches,Arberth Studios,Arberth Studios,"['Adventure', 'Point-and-click', 'Puzzle']",Adventure,3.9,7,4.99,4.99,0,False,False,1223240400.0,True,Adventure,2008.0
Metro Exodus - The Two Colonels,4A Games,Deep Silver,"['Shooter', 'FPP', 'Sci-fi']",Shooter,3.9,18,1.99,6.99,72,True,False,1566248400.0,True,Shooter,2019.0
Immortal Realms: Vampire Wars,Palindrome Interactive,Kalypso Media Digital,"['Action', 'Role-playing', 'Tactical']",Action,3.4,12,11.99,29.99,60,True,False,1598562000.0,True,Action,2020.0
Din's Legacy Demo,Soldak Entertainment,Soldak Entertainment,"['Action', 'Role-playing', 'Fantasy']",Action,2.7,1,0.0,0.0,0,False,True,1566939600.0,True,Action,2019.0
Vampire: The Masquerade - Reckoning of New York,Draw Distance,Dear Villagers,"['Role-playing', 'Visual Novel', 'Narrative']",Role-playing,3.7,11,19.99,19.99,0,False,False,1725915600.0,True,Role-playing,2024.0
